Tecnica,Modelo,Parametros,fit_kwargs,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas,Nº de rechazadas,Rechazadas
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=3, n_estimators=600)",{},{},10.494808435440063,0.7375937585608103,0.748753093211801,0.6151260504201681,0.6270096463022508,10,"['SeniorCitizen', 'PaymentMethod', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.001, max_depth=3, n_estimators=800)",{},{},14.363550424575806,0.7588817345984655,0.7583355407488912,0.6234281932495036,0.6229290921139828,9,"['SeniorCitizen', 'StreamingTV', 'DeviceProtection', 'TotalCharges', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.01, max_depth=5, n_estimators=150)",{},{},9.035699844360352,0.7628035762396053,0.7729316516222806,0.6379821958456973,0.6495224099926525,4,"['MultipleLines', 'SeniorCitizen', 'StreamingTV', 'PaperlessBilling']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=350)",{},{},10.635175466537476,0.7371228432417991,0.7452829227540396,0.6161790017211703,0.6219024780175858,11,"['SeniorCitizen', 'StreamingTV', 'PaymentMethod', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=600)",{},{},16.9944908618927,0.7287227780381396,0.7375326301299772,0.6052631578947368,0.6128769356153219,11,"['SeniorCitizen', 'StreamingTV', 'PaymentMethod', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=5, n_estimators=450)",{},{},14.62967824935913,0.7204828919634225,0.7380646738798216,0.5924006908462868,0.6141215106732348,10,"['SeniorCitizen', 'PaymentMethod', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=8, n_estimators=650)",{},{},57.98617887496948,0.7468507538041128,0.7459938237644699,0.6272878535773712,0.6254125412541254,5,"['SeniorCitizen', 'StreamingMovies', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=4, n_estimators=950)",{},{},20.707271337509155,0.7496524735506336,0.7525906002585506,0.6266771902131018,0.6304176516942475,3,"['SeniorCitizen', 'PaperlessBilling', 'StreamingMovies']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=550)",{},{},29.436003923416138,0.7681194857061353,0.7634391987194726,0.6452576549663929,0.6397003745318351,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=8, n_estimators=100)",{},{},11.981547594070435,0.7584810037741145,0.7687551081860025,0.6370716510903426,0.6470588235294118,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=100)",{},{},5.823843240737915,0.7587306115333501,0.774127618051452,0.635599694423224,0.6509919177075679,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=4, n_estimators=250)",{},{},6.118753671646118,0.7414029654081002,0.7491815582316224,0.6202849958088852,0.6279257465698143,9,"['SeniorCitizen', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
